Loại hình nhà ở,Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
Chung cư,74 m²,,"2,8 tỷ",,2 phòng,2 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"3,6 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,25/10/2023,04/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,65 m²,,"1,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,,,,20/10/2023,19/11/2023,Tin thường,"Dự án Dream Home Residence, Đường Lê Văn Thọ, Phường 13, Gò Vấp, Hồ Chí Minh"
Chung cư,50 m²,,3 tỷ,,1 phòng,,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án CityLand Park Hills, 18 Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,87 m²,,"3,7 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Bắc,Tây - Nam,,26/10/2023,05/11/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,49 m²,,"1,4 tỷ",,1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,,02/10/2023,01/11/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"3,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,18/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,63 m²,,"2,3 tỷ",,2 phòng,2 phòng,,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Dream Home Residence, Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh"
Chung cư,56 m²,,"1,79 tỷ",,2 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,,Đông,,26/10/2023,05/11/2023,Tin thường,"Dự án 8X Thái An, Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,76 m²,,"3,5 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,,,,09/10/2023,08/11/2023,Tin thường,"CityLand Park Hills, 18, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,54 m²,,"1,45 tỷ",,1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,,16/10/2023,15/11/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"3,2 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,20/10/2023,30/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,76 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,20/10/2023,30/10/2023,Tin thường,"Sunny Plaza, 110A, Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,23/10/2023,02/11/2023,Tin thường,"Dự án M-One Gia Định, Đường Nguyễn Bỉnh Khiêm, Phường 1, Gò Vấp, Hồ Chí Minh"
Chung cư,73 m²,,"2,18 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Tây - Nam,,,20/10/2023,30/10/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,50 m²,,"1,5 tỷ",,2 phòng,1 phòng,,,,,,20/10/2023,30/10/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,95 m²,,"3,75 tỷ",,3 phòng,2 phòng,,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, 3 Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"1,83 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Osimi Tower, Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh"
Chung cư,93 m²,,"3,15 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,25/10/2023,04/11/2023,Tin thường,"468, Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh"
Chung cư,"69,3 m²",,"3,1 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,72 m²,,"2,13 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,25/10/2023,04/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,65 m²,,"2,2 tỷ",,3 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Đông - Nam,,,25/10/2023,04/11/2023,Tin thường,"Dự án Hà Kiều, Đường Số 20, Phường 5, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"3,75 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Nam,Bắc,,25/10/2023,04/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,70 m²,,"3,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Samland Airport, Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh"
Chung cư,"91,1 m²",,"4,1 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất.,,,,18/10/2023,28/10/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"2,65 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,25/10/2023,04/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,3 tỷ,,2 phòng,2 phòng,,,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Z751 Hà Đô, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,65 m²,,"1,9 tỷ",,2 phòng,2 phòng,,,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Dream Home Residence, Đường Số 57, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,78 m²,,"3,7 tỷ",,2 phòng,2 phòng,,,,,,18/10/2023,28/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,72 m²,,"3,7 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Bắc,Nam,,25/10/2023,04/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh."
Chung cư,93 m²,,"2,51 tỷ",,3 phòng,2 phòng,Đang chờ sổ,Cơ bản.,,,,25/10/2023,04/11/2023,Tin thường,"Đường Dương Quảng Hàm, Phường 7, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"4,1 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,18/10/2023,28/10/2023,Tin thường,"Samland Airport, số 86, Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh"
Chung cư,47 m²,,"1,5 tỷ",,2 phòng,2 phòng,,,,,,25/10/2023,04/11/2023,Tin thường,"Dự án I-Home 1, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,84 m²,,"3,6 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Nam,Đông,,18/10/2023,28/10/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,"60,2 m²",,"2,7 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Tây,,25/10/2023,04/11/2023,Tin thường,"Dự án Z751 Hà Đô, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,100 m²,,Thỏa thuận,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Sunny Plaza, Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,"69,6 m²",,"2,13 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,25/10/2023,04/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,24/10/2023,03/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,53 m²,,"2,1 tỷ",,,,,,,,,18/10/2023,28/10/2023,Tin thường,"Dự án Osimi Tower, Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,21/10/2023,31/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,70 m²,,"1,78 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,20/10/2023,30/10/2023,Tin thường,"An Hội 3, 237, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,68 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Osimi Tower, Đường Dương Quảng Hàm, Phường 15, Gò Vấp, Hồ Chí Minh"
Chung cư,70 m²,,"2,1 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Bắc,,24/10/2023,03/11/2023,Tin thường,"Dự án M-One Gia Định, Đường Nguyễn Bỉnh Khiêm, Phường 1, Gò Vấp, Hồ Chí Minh"
Chung cư,80 m²,,"2,08 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,20/10/2023,30/10/2023,Tin thường,"Dự án An Hội 3, Đường Số 57, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,90 m²,,"4,95 tỷ",,3 phòng,,,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,68 m²,,"1,8 tỷ",,2 phòng,2 phòng,,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án I-Home 1, 359 Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,56 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,24/10/2023,03/11/2023,Tin thường,"Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"3,6 tỷ",,2 phòng,,,,,,,09/10/2023,08/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,60 m²,,"1,8 tỷ",,2 phòng,,,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án I-Home 1, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,50 m²,,"1,5 tỷ",,2 phòng,1 phòng,,,,,,17/10/2023,27/10/2023,Tin thường,"Dự án I-Home 1, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"2,7 tỷ",,2 phòng,2 phòng,,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Plaza Nguyên Hồng, 18 Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh"
Chung cư,"55,04 m²",,"2,2 tỷ",,2 phòng,1 phòng,,Nội thất cao cấp,Đông - Bắc,Tây - Nam,,24/10/2023,03/11/2023,Tin thường,"Dự án Plaza Nguyên Hồng, Số 18 Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh"
Chung cư,53 m²,,"2,1 tỷ",,2 phòng,1 phòng,,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Osimi Tower, Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh"
Chung cư,71 m²,,"2,48 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,24/10/2023,03/11/2023,Tin thường,"Dự án M-One Gia Định, Đường Nguyễn Bỉnh Khiêm, Phường 1, Gò Vấp, Hồ Chí Minh"
Chung cư,55 m²,,"1,5 tỷ",,2 phòng,1 phòng,,,,,,24/10/2023,03/11/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,100 m²,,"3,95 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,,,,24/10/2023,03/11/2023,Tin thường,"Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh"
Chung cư,112 m²,,"5,6 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,23/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,100 m²,,"5,2 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,70 m²,,"2,95 tỷ",,2 phòng,1 phòng,,Cơ bản,Nam,Tây - Nam,,24/10/2023,03/11/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,78 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,23/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,77 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,23/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,112 m²,,"3,85 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản,,,,23/10/2023,02/11/2023,Tin thường,"Dự án The Splendor, Đường Nguyễn Văn Dung, Phường 6, Gò Vấp, Hồ Chí Minh"
Chung cư,69 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,23/10/2023,02/11/2023,Tin thường,"Dự án M-One Gia Định, Đường Nguyễn Bỉnh Khiêm, Phường 1, Gò Vấp, Hồ Chí Minh"
Chung cư,70 m²,,"3,6 tỷ",,2 phòng,2 phòng,,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,70 m²,,"1,95 tỷ",,2 phòng,1 phòng,Đang chờ sổ.,,Tây,Đông,,17/10/2023,27/10/2023,Tin thường,"Dự án I-Home 1, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,83 m²,,"3,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"3,98 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Samland Airport, Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh."
Chung cư,"76,5 m²",,"3,9 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,130 m²,,"7,2 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Đông - Bắc,Nam,,23/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,78 m²,,"3,5 tỷ",,2 phòng,,,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, 18 Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,56 m²,,"1,95 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Felix Homes, 44 Đường Nguyễn Văn Dung, Phường 6, Gò Vấp, Hồ Chí Minh"
Chung cư,82 m²,,"2,5 tỷ",,2 phòng,2 phòng,,,,Đông - Nam,,23/10/2023,02/11/2023,Tin thường,"Dự án The Splendor, Đường Nguyễn Văn Dung, Phường 6, Gò Vấp, Hồ Chí Minh"
Chung cư,55 m²,,"1,5 tỷ",,2 phòng,1 phòng,Hợp đồng mua bán.,,,,,23/10/2023,02/11/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,110 m²,,"5,6 tỷ",,3 phòng,2 phòng,,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,68 m²,,"1,85 tỷ",,2 phòng,2 phòng,,,,,,17/10/2023,27/10/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,62 m²,,"1,53 tỷ",,2 phòng,1 phòng,Đang chờ sổ,Cơ bản,,,,23/10/2023,02/11/2023,Tin thường,"Hẻm 468, Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"4,15 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,23/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,82 m²,,"2,88 tỷ",,2 phòng,2 phòng,,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án The Splendor, Đường Nguyễn Oanh, Phường 6, Gò Vấp, Hồ Chí Minh"
Chung cư,72 m²,,"3,05 tỷ",,2 phòng,2 phòng,,,,,,21/10/2023,31/10/2023,Tin thường,"Dự án Z751 Hà Đô, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,72 m²,,"2,9 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Không nội thất.,,,,21/10/2023,31/10/2023,Tin thường,"Dự án Z751 Hà Đô, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,94 m²,,"3,1 tỷ",,3 phòng,,Sổ đỏ/ Sổ hồng.,,,,,21/10/2023,31/10/2023,Tin thường,"468, Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"3,6 tỷ",,2 phòng,,,,,,,21/10/2023,31/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,50 m²,,"2,9 tỷ",,1 phòng,1 phòng,,,,,,21/10/2023,31/10/2023,Tin thường,"Dự án CityLand Park Hills, 18 Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,100 m²,,"5,2 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,,,,17/10/2023,27/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,71 m²,,4 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,62 m²,,"2,3 tỷ",,2 phòng,1 phòng,,,,,,21/10/2023,31/10/2023,Tin thường,"Dự án 26 Nguyễn Thượng Hiền, Đường Nguyễn Thượng Hiền, Phường 1, Gò Vấp, Hồ Chí Minh"
Chung cư,78 m²,,"3,5 tỷ",,2 phòng,2 phòng,,,,,,21/10/2023,31/10/2023,Tin thường,"Dự án Sunny Plaza, Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,70 m²,,"2,9 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Sunny Plaza, Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,74 m²,,"2,14 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,20/10/2023,30/10/2023,Tin thường,"Dự án An Hội 3, Đường Số 57, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,70 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,20/10/2023,30/10/2023,Tin thường,"Dự án M - One Gia Định, Đường Nguyễn Bỉnh Khiêm, Phường 1, Gò Vấp, Hồ Chí Minh."
Chung cư,75 m²,,"3,25 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Sunny Plaza, Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,89 m²,,"5,2 tỷ",,3 phòng,,,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án CityLand Park Hills, 18 Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,73 m²,,"4,2 tỷ",,2 phòng,2 phòng,,Cơ bản,,,,20/10/2023,30/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,82 m²,,"3,1 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án The Splendor, Đường Nguyễn Văn Dung, Phường 6, Gò Vấp, Hồ Chí Minh"
Chung cư,62 m²,,"1,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán.,Cơ bản,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Dream Home Residence, Đường Số 59, Phường 13, Gò Vấp, Hồ Chí Minh"
Chung cư,65 m²,,"1,8 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,,20/10/2023,30/10/2023,Tin thường,"Dream Home, hẻm 237, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,76 m²,,"3,9 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,20/10/2023,30/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,"77,05 m²",,"4,07 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,20/10/2023,30/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,75 m²,,"4,3 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,20/10/2023,30/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,50 m²,,"1,5 tỷ",,1 phòng,1 phòng,,,,,,17/10/2023,27/10/2023,Tin thường,"Dự án I-Home 1, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
Chung cư,70 m²,,"3,1 tỷ",,2 phòng,2 phòng,,Cơ bản,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Sunny Plaza, Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh"
Chung cư,80 m²,,"3,25 tỷ",,2 phòng,2 phòng,Đã có sổ hồng,,,,,17/10/2023,27/10/2023,Tin thường,"Dự án The Splendor, Đường Nguyễn Văn Dung, Phường 6, Gò Vấp, Hồ Chí Minh"
Chung cư,76 m²,,"2,85 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,19/10/2023,29/10/2023,Tin thường,"Hẻm 468, Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh"
Chung cư,115 m²,,"5,5 tỷ",,3 phòng,2 phòng,,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,73 m²,,"3,85 tỷ",,2 phòng,2 phòng,,,,,,19/10/2023,29/10/2023,Tin thường,"CityLand Park Hills, số 18, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,78 m²,,"4,35 tỷ",,2 phòng,2 phòng,,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
Chung cư,53 m²,,"1,45 tỷ",,1 phòng,1 phòng,,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án I-Home 1, 359 Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
