Loại hình nhà ở,Diện tích (m²),Chiều rộng (m),Chiều dài (m),Mặt tiền (m),Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào (m),Ngày đăng,Ngày hết hạn,Loại tin,Tên dự án,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Tỉnh thành,Mức giá (tỷ)
"Nhà ngõ, hẻm",64,4,16,,,3,,Đã có sổ,,,,,10/23/2023,,,,Đường Trần Thánh Tông,Phường 15,Tân Bình,TP Hồ Chí Minh,2.65
"Nhà ngõ, hẻm",61,5.5,11,,,4,4,Đã có sổ,,,,,09/29/2023,,,,Lý Thường Kiệt,Phường 8,Tân Bình,TP Hồ Chí Minh,8.4
"Nhà ngõ, hẻm",18,,,,1,1,1,Giấy tờ khác,,Tây Nam,,,09/28/2023,,,,Đường số 4,Phường Linh Xuân,TP Thủ Đức,TP Hồ Chí Minh,0.65
"Nhà ngõ, hẻm",64,3.8,,,5,6,Nhiều hơn 6 phòng,Đã có sổ,,,,,10/15/2023,,,,Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,8.3
"Nhà ngõ, hẻm",45,4.1,,,2,2,2,Đã có sổ,,,,,09/29/2023,,,,Lê văn Sỹ,Phường 12,Quận 3,TP Hồ Chí Minh,3.55
"Nhà ngõ, hẻm",55,,,,,1,,Đã có sổ,,,,,09/25/2023,,,,Huỳnh Văn Bánh,Phường 13,Phú Nhuận,TP Hồ Chí Minh,7.5
"Nhà ngõ, hẻm",36,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/07/2023,,,,Đường số 45,Phường 14,Gò Vấp,TP Hồ Chí Minh,2.25
"Nhà ngõ, hẻm",45,,,,,1,,Đã có sổ,,,,,10/20/2023,,,,Lý Thường Kiệt,Phường 1,Tân Bình,TP Hồ Chí Minh,5.1
"Nhà ngõ, hẻm",15,,,,,2,3,Đã có sổ,,,,,10/20/2023,,,,Lê Quốc Hưng,Phường 13,Quận 4,TP Hồ Chí Minh,2.8
Nhà mặt phố,100,5,,,4,4,5,Đã có sổ,,,,,10/23/2023,,,,Chu Văn An,Phường 26,Bình Thạnh,TP Hồ Chí Minh,15.5
Nhà mặt phố,130,7,17,,1,3,,Đã có sổ,,,,,11/02/2023,,,,Hoa Sứ,Phường 7,Phú Nhuận,TP Hồ Chí Minh,22.5
Nhà mặt phố,54,4,,,,2,1,Đã có sổ,,,,,09/29/2023,,,,"R36, Nguyễn Hữu Hào",Phường 8,Quận 4,TP Hồ Chí Minh,6.5
Nhà mặt phố,34.5,,,,,1,,,,,,,09/29/2023,,,,Đường 120,Phường Tân Phú,TP Thủ Đức,TP Hồ Chí Minh,3.15
"Nhà ngõ, hẻm",42,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/27/2023,,,,Đường Âu Cơ,Phường 10,Tân Bình,TP Hồ Chí Minh,3.88
Nhà mặt phố,75,,,,4,7,5,Đã có sổ,,Tây Nam,,,10/21/2023,,,,Hà Huy Giáp,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,5.9
"Nhà ngõ, hẻm",66.92,4,17,,2,3,3,,,,,,10/21/2023,,,,Thiên Phước,Phường 9,Tân Bình,TP Hồ Chí Minh,9
"Nhà ngõ, hẻm",94,,,,,4,4,,,,,,09/21/2023,,,,Hoàng Hoa Thám,Phường 5,Bình Thạnh,TP Hồ Chí Minh,6.7
Nhà mặt phố,62,,,,2,3,3,Đã có sổ,,Tây Nam,,,09/26/2023,,,,Đường Phan Huy Ích,Phường 12,Gò Vấp,TP Hồ Chí Minh,5.55
Nhà mặt phố,48,,,,3,4,3,Đã có sổ,,Đông,,,10/15/2023,,,,"271, Nguyễn Bình",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,2.45
"Nhà ngõ, hẻm",36.4,,,,,4,,Đã có sổ,,,,,09/29/2023,,,,Đường Nguyễn Tri Phương,Phường 4,Quận 10,TP Hồ Chí Minh,2.95
Nhà biệt thự,80,,,,2,3,3,Đã có sổ,Có nội thất,,,,09/25/2023,,,,Đường Thạnh Lộc 29,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,4.28
Nhà phố liền kề,78,,,,2,4,2,Đã có sổ,,Đông Nam,,,09/25/2023,,,,Đường Số 25,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,5.8
"Nhà ngõ, hẻm",33,3,,,2,2,2,Đã có sổ,,,,,10/07/2023,,,,Trần Huy Liệu,Phường 11,Phú Nhuận,TP Hồ Chí Minh,1.5
Nhà mặt phố,242,8,,,1,4,5,Đã có sổ,,,,,10/20/2023,,,,"964, Đường Nguyễn Văn Quá",Phường Đông Hưng Thuận,Quận 12,TP Hồ Chí Minh,25
,90,,,,,2,2,Đang chờ sổ,,Tây Bắc,,,10/23/2023,,,,tô ngọc vân,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,1.15
"Nhà ngõ, hẻm",52.4,,,,3,4,5,Đã có sổ,Có nội thất,,,,10/23/2023,,,,Võ Thị Liễu,Phường An Phú Đông,Quận 12,TP Hồ Chí Minh,2.35
"Nhà ngõ, hẻm",40,,,,3,4,2,Đã có sổ,Có nội thất,,,,11/02/2023,,,,Vạn Kiếp,Phường 3,Bình Thạnh,TP Hồ Chí Minh,2.25
"Nhà ngõ, hẻm",52,4,13,,2,2,3,,,,,,10/27/2023,,,,Lê Liễu,Phường Tân Quý,Tân Phú,TP Hồ Chí Minh,3.5
"Nhà ngõ, hẻm",60,,,,4,4,4,Đã có sổ,Có nội thất,,,,10/27/2023,,,,Đường Tây Thạnh,Phường Tây Thạnh,Tân Phú,TP Hồ Chí Minh,7
"Nhà ngõ, hẻm",52,4,,,2,2,2,Đã có sổ,,,,,10/26/2023,,,,Tô Ngọc Vân,Phường 15,Gò Vấp,TP Hồ Chí Minh,2.85
"Nhà ngõ, hẻm",100,5,,,,2,2,Đã có sổ,Không có nội thất,,,,10/21/2023,,,,Đường Nguyễn Văn Quá,Phường Đông Hưng Thuận,Quận 12,TP Hồ Chí Minh,4.19
"Nhà ngõ, hẻm",40,6.6,8.5,,,4,2,,,,,,10/21/2023,,,,Điện BIÊN phủ,Phường 17,Bình Thạnh,TP Hồ Chí Minh,7.2
"Nhà ngõ, hẻm",64,3.6,,,3,3,2,Đã có sổ,,,,,10/03/2023,,,,Tân Trụ,Phường 15,Tân Bình,TP Hồ Chí Minh,5.2
Nhà mặt phố,42,,,,,2,,Đã có sổ,,,,,09/21/2023,,,,Lạc Long Quân,Phường 10,Tân Bình,TP Hồ Chí Minh,4.1
"Nhà ngõ, hẻm",43,4,,,,5,4,Đã có sổ,Có nội thất,,,,10/21/2023,,,,Phạm Văn Chiêu,Phường 9,Gò Vấp,TP Hồ Chí Minh,5.39
"Nhà ngõ, hẻm",280,,,,,3,2,Đã có sổ,,,,,09/26/2023,,,,Tây Thạnh,Phường Tây Thạnh,Tân Phú,TP Hồ Chí Minh,14.9
"Nhà ngõ, hẻm",48,,,,2,3,3,Đã có sổ,Có nội thất,,,,09/30/2023,,,,Phu Hoa,Phường 6,Tân Bình,TP Hồ Chí Minh,2.6
"Nhà ngõ, hẻm",48,,,,4,5,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Hoà Hưng,Phường 13,Quận 10,TP Hồ Chí Minh,6.9
"Nhà ngõ, hẻm",60,,,,,4,,Đã có sổ,Có nội thất,,,,09/25/2023,,,,Dương Quảng Hàm,Phường 5,Gò Vấp,TP Hồ Chí Minh,4.5
"Nhà ngõ, hẻm",60,,,,5,4,4,Đã có sổ,Có nội thất,,,,10/20/2023,,,,Đường Lạc Long Quân,Phường 9,Tân Bình,TP Hồ Chí Minh,7.4
"Nhà ngõ, hẻm",48,4.8,10,,,4,3,Đã có sổ,,,,,10/23/2023,,,,Ngã Sáu Nguyễn Tri Phương,Phường 5,Quận 10,TP Hồ Chí Minh,2.97
"Nhà ngõ, hẻm",45,,,,5,4,6,Đã có sổ,,Bắc,,,09/29/2023,,,,Dương quảng hàm,Phường 5,Gò Vấp,TP Hồ Chí Minh,7.5
"Nhà ngõ, hẻm",45,,,,3,5,4,Đã có sổ,Có nội thất,,,,10/27/2023,,,,Cao Thắng,Phường 17,Phú Nhuận,TP Hồ Chí Minh,2.35
"Nhà ngõ, hẻm",55,,,,3,4,4,Đã có sổ,Có nội thất,,,,10/26/2023,,,,Nơ Trang Long,Phường 13,Bình Thạnh,TP Hồ Chí Minh,1.95
"Nhà ngõ, hẻm",52,4,14,,,5,,Đã có sổ,,,,,10/21/2023,,,,Hoàng Diệu,Phường 13,Quận 4,TP Hồ Chí Minh,11.5
"Nhà ngõ, hẻm",86,4,,,1,5,5,Đã có sổ,,,,,10/03/2023,,,,Nguyễn Thị Thập,Phường Bình Thuận,Quận 7,TP Hồ Chí Minh,4.8
"Nhà ngõ, hẻm",107,9.8,11,,,4,,Đã có sổ,Có nội thất,,,,10/03/2023,,,,Điện biên phủ,Phường 22,Bình Thạnh,TP Hồ Chí Minh,9.5
"Nhà ngõ, hẻm",50,,,,3,4,3,Đã có sổ,,Đông,,,09/21/2023,,,,"1716, Đường Huỳnh Tấn Phát",Thị trấn Nhà Bè,Nhà Bè,TP Hồ Chí Minh,3.45
"Nhà ngõ, hẻm",37,3.6,11,,,3,,Đã có sổ,,Đông Nam,,,09/26/2023,,,,Ngô Gia Tu,Phường 4,Quận 10,TP Hồ Chí Minh,6
Nhà mặt phố,107,,,,1,1,1,Đã có sổ,,Đông,,,09/30/2023,,,,"364, Dương Quảng Hàm",Phường 5,Gò Vấp,TP Hồ Chí Minh,12.3
"Nhà ngõ, hẻm",37.9,,,,3,2,,Đã có sổ,Không có nội thất,Nam,,,11/16/2023,,,,"751/28B, Hồng Bàng",Phường 6,Quận 6,TP Hồ Chí Minh,5.1
"Nhà ngõ, hẻm",48.8,,,,2,4,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Đường Trần Quang Diệu,Phường 14,Quận 3,TP Hồ Chí Minh,3.03
"Nhà ngõ, hẻm",51,,,,2,4,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Đường Trần Ðình Xu,Phường Cầu Kho,Quận 1,TP Hồ Chí Minh,4.87
"Nhà ngõ, hẻm",90,,,,1,2,2,Đã có sổ,,Đông,,,11/16/2023,,,,Phan Văn Hớn,Xã Bà Điểm,Hóc Môn,TP Hồ Chí Minh,0.42
Nhà mặt phố,200,,,,,5,4,Đã có sổ,Không có nội thất,Tây Bắc,,,11/16/2023,,,,Điện Biên Phủ,Phường 22,Bình Thạnh,TP Hồ Chí Minh,13.4
"Nhà ngõ, hẻm",57,,,,4,4,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Sư Vạn Hạnh,Phường 12,Quận 10,TP Hồ Chí Minh,14.9
Nhà mặt phố,90,,,,5,6,6,Đã có sổ,,Tây,,,10/27/2023,,,,Đường Ðề Thám,Phường Phạm Ngũ Lão,Quận 1,TP Hồ Chí Minh,67.5
Nhà mặt phố,180,7,25,,3,,Nhiều hơn 6 phòng,,,,,,10/26/2023,,,,Đường Âu Cơ,Phường 9,Tân Bình,TP Hồ Chí Minh,15.5
Nhà phố liền kề,56,,,,3,4,3,Đã có sổ,,Tây Bắc,,,10/21/2023,,,,Tx22,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,4.38
"Nhà ngõ, hẻm",56,,,,,4,,,,,,,10/21/2023,,,,Đường Thống Nhất,Phường 11,Gò Vấp,TP Hồ Chí Minh,8.5
Nhà mặt phố,62,4.5,15,,,2,,Đã có sổ,,,,,10/03/2023,,,,Đường số 4,Phường 15,Gò Vấp,TP Hồ Chí Minh,5.35
"Nhà ngõ, hẻm",63,,,,2,2,2,Đã có sổ,Không có nội thất,,,,09/21/2023,,,,Số 21,Phường 8,Gò Vấp,TP Hồ Chí Minh,4.65
"Nhà ngõ, hẻm",70,,,,5,6,5,Đã có sổ,Có nội thất,,,,10/03/2023,,,,Tân Sơn,Phường 12,Gò Vấp,TP Hồ Chí Minh,8.1
"Nhà ngõ, hẻm",41,,,,2,3,2,Đã có sổ,Có nội thất,,,,09/30/2023,,,,Đường Lý Chính Thắng,Phường Võ Thị Sáu,Quận 3,TP Hồ Chí Minh,2.25
"Nhà ngõ, hẻm",51.2,,,,2,2,2,Đã có sổ,Có nội thất,,,,09/26/2023,,,,Huỳnh Văn Bánh,Phường 13,Phú Nhuận,TP Hồ Chí Minh,2.88
"Nhà ngõ, hẻm",71.3,,,,4,5,5,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Nguyễn Công Hoan,Phường 7,Phú Nhuận,TP Hồ Chí Minh,5.35
"Nhà ngõ, hẻm",42,,,,1,2,2,Đã có sổ,Không có nội thất,,,,11/16/2023,,,,Nguyễn Thái Sơn,Phường 3,Gò Vấp,TP Hồ Chí Minh,2.3
"Nhà ngõ, hẻm",58,4.5,13,,4,4,,Đã có sổ,,,,,11/16/2023,,,,Phạm Văn Chiêu,Phường 14,Gò Vấp,TP Hồ Chí Minh,5.95
"Nhà ngõ, hẻm",80,4,20,,,2,,,,,,,11/16/2023,,,,Đường Nguyễn Văn Công,Phường 3,Gò Vấp,TP Hồ Chí Minh,5.8
"Nhà ngõ, hẻm",55.2,,,,4,3,3,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Đường Hòa Hảo,Phường 5,Quận 10,TP Hồ Chí Minh,3.25
"Nhà ngõ, hẻm",54,,,,1,2,2,Giấy tờ khác,,Đông Nam,,,11/16/2023,,,,Vĩnh Lộc,Xã Vĩnh Lộc B,Bình Chánh,TP Hồ Chí Minh,1.575
"Nhà ngõ, hẻm",61,4,20,,,1,,,,,,,11/16/2023,,,,Hẻm 364 Dương Quảng Hàm,Phường 5,Gò Vấp,TP Hồ Chí Minh,7
"Nhà ngõ, hẻm",35,6.5,,,4,6,4,Đã có sổ,,,,,11/16/2023,,,,nguyễn chí thanh,Phường 2,Quận 10,TP Hồ Chí Minh,6.359
"Nhà ngõ, hẻm",59,,,,1,3,3,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Đường Lý Tế Xuyên,Phường Linh Đông,TP Thủ Đức,TP Hồ Chí Minh,1.13
"Nhà ngõ, hẻm",20.8,,,,2,2,2,Đã có sổ,,Đông Nam,,,11/16/2023,,,,Cây Sung,Phường 14,Quận 8,TP Hồ Chí Minh,2.45
"Nhà ngõ, hẻm",90,,,,3,4,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Vườn Lài,Phường Phú Thọ Hòa,Tân Phú,TP Hồ Chí Minh,8.4
"Nhà ngõ, hẻm",30,,,,5,4,3,,Có nội thất,,,,11/16/2023,,,,Đường Phạm Văn Hai,Phường 3,Tân Bình,TP Hồ Chí Minh,6.8
"Nhà ngõ, hẻm",55,3,,,3,5,5,Đã có sổ,,,,,11/16/2023,,,,Nguyễn Thái Sơn,Phường 7,Gò Vấp,TP Hồ Chí Minh,8.4
Nhà mặt phố,115,,,,4,4,6,Đã có sổ,,,,,11/16/2023,,,,Đường Phạm Thế Hiển,Phường 7,Quận 8,TP Hồ Chí Minh,9.9
Nhà mặt phố,55,3.5,,,,2,2,Đã có sổ,,Tây,,,11/16/2023,,,,Đường Số 2,Phường 16,Gò Vấp,TP Hồ Chí Minh,5.95
Nhà mặt phố,49,4,,,2,2,,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Nguyễn Hồng Đào,Phường 14,Tân Bình,TP Hồ Chí Minh,9.8
"Nhà ngõ, hẻm",48,,,,4,3,3,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Tôn Đản,Phường 10,Quận 4,TP Hồ Chí Minh,2.75
"Nhà ngõ, hẻm",128,6.1,21.3,,3,6,,,,,,,11/16/2023,,,,lê văn thọ,Phường 11,Gò Vấp,TP Hồ Chí Minh,10.7
Nhà mặt phố,65,5,,,,1,1,Đã có sổ,,Đông Bắc,,,11/16/2023,,,,Hẻm 736 Lê Đức Thọ,Phường 15,Gò Vấp,TP Hồ Chí Minh,8.45
Nhà mặt phố,80,,,,2,3,3,Đã có sổ,Không có nội thất,,,,11/16/2023,,,,BA LÀNG,Xã Bình Chánh,Bình Chánh,TP Hồ Chí Minh,2.5
"Nhà ngõ, hẻm",36,3,12,,,2,2,,,,,,11/16/2023,,,,Đường Số 47,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,1.8
Nhà mặt phố,165,,,,,2,,,,,,,11/16/2023,,,,Đường Nguyễn Duy Trinh,Phường Long Trường,TP Thủ Đức,TP Hồ Chí Minh,14.50000001
"Nhà ngõ, hẻm",77,4.6,,,2,2,,Đã có sổ,,Tây,,,11/16/2023,,,,Liên Tỉnh 5,Phường 5,Quận 8,TP Hồ Chí Minh,5
"Nhà ngõ, hẻm",40,,,,3,3,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Xô Viết Nghệ Tĩnh,Phường 21,Bình Thạnh,TP Hồ Chí Minh,3.65
"Nhà ngõ, hẻm",42.4,,,,3,4,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Đường Nơ Trang Long,Phường 7,Gò Vấp,TP Hồ Chí Minh,4.5
"Nhà ngõ, hẻm",74,5.3,14,,,3,2,Đã có sổ,,,,,11/16/2023,,,,Thới Tam Thôn,Xã Thới Tam Thôn,Hóc Môn,TP Hồ Chí Minh,2.3
Nhà mặt phố,120,,,,5,,Nhiều hơn 6 phòng,Đã có sổ,,Bắc,,,11/16/2023,,,,Gò Ô Môi,Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,13.8
"Nhà ngõ, hẻm",35,,,,3,2,2,Đã có sổ,,Tây Bắc,,,11/16/2023,,,,Phạm Văn Chiêu,Phường 14,Gò Vấp,TP Hồ Chí Minh,3.65
"Nhà ngõ, hẻm",40,,,,4,4,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Đường Bà Hom,Phường 13,Quận 6,TP Hồ Chí Minh,2.4
"Nhà ngõ, hẻm",50,5,,,,3,3,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Hiệp Thành 13,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,3.79
"Nhà ngõ, hẻm",22,5,,,2,2,2,,,Đông Bắc,,,11/16/2023,,,,Nguyen Duy Duong,Phường 4,Quận 10,TP Hồ Chí Minh,3.2
Nhà mặt phố,65,,,,2,2,2,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Đường Số 4,Phường 16,Gò Vấp,TP Hồ Chí Minh,5.3
Nhà mặt phố,72,,,,4,4,3,Đã có sổ,,Đông,,,11/16/2023,,,,Phan Đình Phùng,Phường Tân Thành,Tân Phú,TP Hồ Chí Minh,8.6
"Nhà ngõ, hẻm",64,,,,4,4,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,"Hẻm 235, Nam Kỳ Khởi Nghĩa",Phường Võ Thị Sáu,Quận 3,TP Hồ Chí Minh,2.99
"Nhà ngõ, hẻm",80.2,4.7,,,2,4,5,Đã có sổ,,,,,11/16/2023,,,,Thành Thái,Phường 14,Quận 10,TP Hồ Chí Minh,3.88
"Nhà ngõ, hẻm",60,,,,4,4,3,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Đường Tân Hải,Phường 13,Tân Bình,TP Hồ Chí Minh,9.3
"Nhà ngõ, hẻm",77.2,3.7,,,,3,3,Đã có sổ,Không có nội thất,,,,11/16/2023,,,,Đoàn Văn Bơ,Phường 14,Quận 4,TP Hồ Chí Minh,4.5
"Nhà ngõ, hẻm",44.2,4.25,,,4,4,5,Đã có sổ,,,,,11/16/2023,,,,Hẻm 31 Đường Sư Vạn Hạnh,Phường 2,Quận 10,TP Hồ Chí Minh,7.2
"Nhà ngõ, hẻm",65,,,,1,3,2,Đã có sổ,,,,,11/16/2023,,,,Hẻm 51 Thành Thái,Phường 14,Quận 10,TP Hồ Chí Minh,1.15
"Nhà ngõ, hẻm",48,,,,3,3,3,Đã có sổ,,Tây Nam,,,11/16/2023,,,,Đường Số 7,Phường 3,Gò Vấp,TP Hồ Chí Minh,6.9
"Nhà ngõ, hẻm",110,,,,3,7,6,Đã có sổ,,Đông Bắc,,,11/16/2023,,,,Nguyễn Ảnh Thủ,Phường Trung Mỹ Tây,Quận 12,TP Hồ Chí Minh,7.9
Nhà biệt thự,212,,,,1,4,4,Đã có sổ,,Đông Nam,,,11/16/2023,,,,Quốc Lộ 13,Phường Hiệp Bình Phước,TP Thủ Đức,TP Hồ Chí Minh,16
Nhà mặt phố,80,,,,4,5,6,Đã có sổ,,Đông Nam,,,11/16/2023,,,,Đường Trần Văn Kiểu,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,10.5
Nhà mặt phố,114,,,,4,,Nhiều hơn 6 phòng,Đã có sổ,,Tây Nam,,,11/16/2023,,,,"80/21A, Đường số 3",Phường 9,Gò Vấp,TP Hồ Chí Minh,12.9
Nhà mặt phố,56,,,,2,3,3,Đã có sổ,,Đông Bắc,,,11/16/2023,,,,Đường số 2,Phường Long Trường,TP Thủ Đức,TP Hồ Chí Minh,3.5
"Nhà ngõ, hẻm",60,,,,,1,1,,,,,,11/16/2023,,,,Đường Nguyễn Thị kiểu,Phường Tân Thới Hiệp,Quận 12,TP Hồ Chí Minh,1.38
"Nhà ngõ, hẻm",72,,,,5,5,4,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Hẻm 351 Lê Đại Hành,Phường 11,Quận 11,TP Hồ Chí Minh,9
"Nhà ngõ, hẻm",60,,,,2,2,2,Đã có sổ,Có nội thất,,,,11/16/2023,,,,Lê Văn Khương,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,3
Nhà mặt phố,40,4,10,,,3,,Đã có sổ,,,,,10/28/2023,,,,"97, Đường Số 68",Phường 10,Quận 6,TP Hồ Chí Minh,5
Nhà mặt phố,28,,,,3,3,3,Đã có sổ,Có nội thất,,,,11/14/2023,,,,Đường Nguyễn Văn Quỳ,Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,3.55
"Nhà ngõ, hẻm",27,,,,,1,2,Giấy tờ khác,Có nội thất,Bắc,,,10/18/2023,,,,Võ Thị Hồi,Xã Xuân Thới Đông,Hóc Môn,TP Hồ Chí Minh,0.63
"Nhà ngõ, hẻm",36,,,,2,3,3,Đã có sổ,,Tây Bắc,,,09/24/2023,,,,"45/12/16B, Đường Số 14",Phường 8,Gò Vấp,TP Hồ Chí Minh,4.95
"Nhà ngõ, hẻm",51,,,,2,2,2,Đã có sổ,,Tây Bắc,,,10/01/2023,,,,Liên Khu 4-5,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,3.5
"Nhà ngõ, hẻm",48,8,,,,3,,,,,,,10/29/2023,,,,Chử Đồng Tử,Phường 7,Tân Bình,TP Hồ Chí Minh,5.1
Nhà mặt phố,60,,,,3,4,4,Đã có sổ,,Đông Bắc,,,10/29/2023,,,,Đường số 10,Phường Hiệp Bình Phước,TP Thủ Đức,TP Hồ Chí Minh,6.49
Nhà mặt phố,79,,,,,7,Nhiều hơn 6 phòng,,,,,,10/09/2023,,,,Hoàng Hoa Thám,Phường 11,Bình Thạnh,TP Hồ Chí Minh,19.5
"Nhà ngõ, hẻm",124,,,,1,2,2,Giấy tờ khác,Không có nội thất,,,,11/05/2023,,,,Hẻm Tổ 6 Ấp 1,Xã Đa Phước,Bình Chánh,TP Hồ Chí Minh,1.2
Nhà mặt phố,57.81,,,,2,4,2,Đã có sổ,Có nội thất,,,,11/11/2023,,,,Đường Phan Đăng Lưu,Phường 1,Bình Thạnh,TP Hồ Chí Minh,1.18
"Nhà ngõ, hẻm",60,4,,,3,2,2,Đang chờ sổ,,,,,11/13/2023,,,,Liên khu 4-5,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,3.55
"Nhà ngõ, hẻm",155,,,,2,4,3,Đã có sổ,Có nội thất,,,,11/13/2023,,,,Đường Hoàng Hữu Nam,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,4.69
Nhà mặt phố,100,,,,1,3,2,Đã có sổ,Không có nội thất,,,,11/01/2023,,,,An Phú Tây - Hưng Long,Xã An Phú Tây,Bình Chánh,TP Hồ Chí Minh,0.7
"Nhà ngõ, hẻm",100,4,,,2,4,2,Đã có sổ,,,,,11/01/2023,,,,Thạnh Lộc,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,3.99
"Nhà ngõ, hẻm",48,,,,,4,,Đã có sổ,,,,,11/06/2023,,,,Miếu Gò Xoài,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,4.8
Nhà mặt phố,58,,,,,3,,,,,,,11/01/2023,,,,Đường Hà Tôn Quyền,Phường 12,Quận 5,TP Hồ Chí Minh,14.3
Nhà mặt phố,305,,,,,,,Đã có sổ,,,,,11/01/2023,,,,Đường Phan Huy Ích,Phường 12,Gò Vấp,TP Hồ Chí Minh,28.5
Nhà mặt phố,182,6,,,1,1,1,Đã có sổ,,,,,11/12/2023,,,,Đường Thạnh Xuân 25,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,7.59
"Nhà ngõ, hẻm",56,,,,5,5,4,Đã có sổ,Có nội thất,,,,10/27/2023,,,,Trương Phước Phan,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,6.8
"Nhà ngõ, hẻm",60,4,,,,4,6,Đã có sổ,Có nội thất,,,,10/28/2023,,,,Hương Lộ 2,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,6.5
Nhà mặt phố,65,,,,,3,2,Đã có sổ,,,,,10/28/2023,,,,Đường Nguyễn Duy Trinh,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,6
"Nhà ngõ, hẻm",71,,,,6,9,Nhiều hơn 6 phòng,,,,,,10/28/2023,,,,Đường Lê Văn Sỹ,Phường 12,Quận 3,TP Hồ Chí Minh,17
Nhà phố liền kề,51,,,,4,4,4,Đã có sổ,,Đông Bắc,,,10/28/2023,,,,Nguyễn Duy Cung,Phường 12,Gò Vấp,TP Hồ Chí Minh,6.3
Nhà phố liền kề,60,,,,,3,3,Đã có sổ,Có nội thất,Nam,,,10/28/2023,,,,Đường Thới An 16,Phường Thới An,Quận 12,TP Hồ Chí Minh,4.38
Nhà mặt phố,80,4,,,,2,2,Đã có sổ,Có nội thất,,,,10/28/2023,,,,Gần Chợ Bình Chánh,Xã Bình Chánh,Bình Chánh,TP Hồ Chí Minh,0.735
"Nhà ngõ, hẻm",90,5,20,,,4,,,,,,,10/28/2023,,,,Quang Trung,Phường 8,Gò Vấp,TP Hồ Chí Minh,7.2
"Nhà ngõ, hẻm",43,,,,3,3,3,Đã có sổ,Có nội thất,,,,11/12/2023,,,,Đường Tô Hiệu,Phường Tân Thới Hòa,Tân Phú,TP Hồ Chí Minh,3.9
"Nhà ngõ, hẻm",80,,,,3,4,4,Đã có sổ,,,,,10/28/2023,,,,Đường số 10,Phường Linh Chiểu,TP Thủ Đức,TP Hồ Chí Minh,7.8
"Nhà ngõ, hẻm",56,4,14,,,3,2,Giấy tờ khác,,,,,10/28/2023,,,,Nữ Dân Công,Xã Vĩnh Lộc A,Bình Chánh,TP Hồ Chí Minh,1.25
Nhà mặt phố,38,,,,2,3,2,Đã có sổ,Có nội thất,,,,11/08/2023,,,,Đường Đồng Đen,Phường 13,Tân Bình,TP Hồ Chí Minh,4
"Nhà ngõ, hẻm",24,,,,2,2,,Đã có sổ,Có nội thất,,,,11/08/2023,,,,Đường Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,2.3
